configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
330033-3-3,[3- 3- 0- 0- 3- 3- 3- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 1804800- 2208000- 0- 0- 2400000- 0- 0- 0],[3- 3- 0- 0- 3- 3- 3- 3],[1804800- 1804800- 0- 0- 1804800- 1804800- 2208000- 2400000],            96.1514888870947,2715.3725721583787,1.37859e+12,6.97463e-11,0,0
222022-1-3,[2- 2- 2- 0- 2- 2- 1- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 1363200- 652800- 0- 0- 2400000- 0- 0- 0],[2- 2- 2- 0- 2- 2- 1- 3],[1363200- 1363200- 1363200- 0- 1363200- 1363200- 652800- 2400000],            81.50438397997827,2344.4719488711617,1.19162e+12,6.8398e-11,0,0
222220-0-0,[2- 2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0- 0],[2- 2- 2- 2- 2- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0],            28.31277417055063,853.6935883733323,2.07254e+11,1.36609e-10,0,0
220220-0-0,[2- 2- 0- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0- 0],[2- 2- 0- 2- 2- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0],            26.957077100488743,816.9346082779293,1.63119e+11,1.6526e-10,0,0
100001-1-1,[1- 0- 0- 0- 0- 1- 1- 0- 0- 1- 0- 0- 0],[576000- 0- 0- 0- 0- 576000- 652800- 0- 0- 806400- 0- 0- 0],[1- 0- 0- 0- 0- 1- 1- 1],[576000- 0- 0- 0- 0- 576000- 652800- 806400],            37.245499593655026,1115.8202042129137,4.63028e+11,8.0439e-11,0,0
202202-1-0,[2- 0- 2- 2- 0- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 1363200- 0- 1363200- 652800- 0- 0- 0- 0- 0- 0],[2- 0- 2- 2- 0- 2- 1- 0],[1363200- 0- 1363200- 1363200- 0- 1363200- 652800- 0],            41.393349766173586,1235.2499058829762,5.69985e+11,7.26218e-11,0,0
100010-3-0,[1- 0- 0- 0- 1- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 0- 576000- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 0- 0- 1- 0- 3- 0],[576000- 0- 0- 0- 576000- 0- 2208000- 0],            49.79470947563472,1489.4480005085722,5.62427e+11,8.85354e-11,0,0
202020-2-3,[2- 0- 2- 0- 2- 0- 2- 0- 0- 3- 0- 0- 0],[1363200- 0- 1363200- 0- 1363200- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[2- 0- 2- 0- 2- 0- 2- 3],[1363200- 0- 1363200- 0- 1363200- 0- 1478400- 2400000],            78.5836408674881,2255.836200792139,1.03342e+12,7.60423e-11,0,0
001100-3-3,[0- 0- 1- 1- 0- 0- 3- 0- 0- 3- 0- 0- 0],[0- 0- 576000- 576000- 0- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 0- 1- 1- 0- 0- 3- 3],[0- 0- 576000- 576000- 0- 0- 2208000- 2400000],            72.82903936158382,2108.885027973224,9.38032e+11,7.76403e-11,0,0
022002-3-1,[0- 2- 2- 0- 0- 2- 3- 0- 0- 1- 0- 0- 0],[0- 1363200- 1363200- 0- 0- 1363200- 2208000- 0- 0- 806400- 0- 0- 0],[0- 2- 2- 0- 0- 2- 3- 1],[0- 1363200- 1363200- 0- 0- 1363200- 2208000- 806400],            64.65330182509297,1893.8672742273088,9.20166e+11,7.02627e-11,0,0
202222-1-2,[2- 0- 2- 2- 2- 2- 1- 0- 0- 2- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 652800- 0- 0- 1766400- 0- 0- 0],[2- 0- 2- 2- 2- 2- 1- 2],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 652800- 1766400],            75.01155662770421,2167.2226937953874,1.08343e+12,6.92353e-11,0,0
