configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
010100-1-2,[0- 1- 0- 1- 0- 0- 1- 0- 0- 2- 0- 0- 0],[0- 576000- 0- 576000- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[0- 1- 0- 1- 0- 0- 1- 2],[0- 576000- 0- 576000- 0- 0- 652800- 1766400],            60.39674595755161,1766.440564278894,7.45094e+11,8.10592e-11,0,0
020000-3-3,[0- 2- 0- 0- 0- 0- 3- 0- 0- 3- 0- 0- 0],[0- 1363200- 0- 0- 0- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 2- 0- 0- 0- 0- 3- 3],[0- 1363200- 0- 0- 0- 0- 2208000- 2400000],            92.5187428147867,2632.331013259751,9.69062e+11,9.54725e-11,0,0
011010-1-2,[0- 1- 1- 0- 1- 0- 1- 0- 0- 2- 0- 0- 0],[0- 576000- 576000- 0- 576000- 0- 652800- 0- 0- 1766400- 0- 0- 0],[0- 1- 1- 0- 1- 0- 1- 2],[0- 576000- 576000- 0- 576000- 0- 652800- 1766400],            63.14011139323913,1840.186395157697,7.94923e+11,7.94292e-11,0,0
110100-1-0,[1- 1- 0- 1- 0- 0- 1- 0- 0- 0- 0- 0- 0],[576000- 576000- 0- 576000- 0- 0- 652800- 0- 0- 0- 0- 0- 0],[1- 1- 0- 1- 0- 0- 1- 0],[576000- 576000- 0- 576000- 0- 0- 652800- 0],            31.6535304671504,951.2104621406959,2.96574e+11,1.06731e-10,0,0
333330-1-0,[3- 3- 3- 3- 3- 0- 1- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 652800- 0- 0- 0- 0- 0- 0],[3- 3- 3- 3- 3- 0- 1- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 0- 652800- 0],            34.3170094377544,1030.3925617442906,3.85529e+11,8.90128e-11,0,0
330030-1-2,[3- 3- 0- 0- 3- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 0- 3- 0- 1- 2],[1804800- 1804800- 0- 0- 1804800- 0- 652800- 1766400],            62.146581873435736,1816.6501639097455,7.95227e+11,7.81495e-11,0,0
100111-2-3,[1- 0- 0- 1- 1- 1- 2- 0- 0- 3- 0- 0- 0],[576000- 0- 0- 576000- 576000- 576000- 1478400- 0- 0- 2400000- 0- 0- 0],[1- 0- 0- 1- 1- 1- 2- 3],[576000- 0- 0- 576000- 576000- 576000- 1478400- 2400000],            98.58735690101382,2793.1378373519324,1.16001e+12,8.49884e-11,0,0
000110-3-0,[0- 0- 0- 1- 1- 0- 3- 0- 0- 0- 0- 0- 0],[0- 0- 0- 576000- 576000- 0- 2208000- 0- 0- 0- 0- 0- 0],[0- 0- 0- 1- 1- 0- 3- 0],[0- 0- 0- 576000- 576000- 0- 2208000- 0],            58.13670322607429,1701.5297028574528,5.98408e+11,9.71523e-11,0,0
220222-2-0,[2- 2- 0- 2- 2- 2- 2- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 0- 0- 0- 0],[2- 2- 0- 2- 2- 2- 2- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 1478400- 0],            59.33255250984742,1740.0706423157312,9.06817e+11,6.54295e-11,0,0
110101-3-2,[1- 1- 0- 1- 0- 1- 3- 0- 0- 2- 0- 0- 0],[576000- 576000- 0- 576000- 0- 576000- 2208000- 0- 0- 1766400- 0- 0- 0],[1- 1- 0- 1- 0- 1- 3- 2],[576000- 576000- 0- 576000- 0- 576000- 2208000- 1766400],            88.87678585445265,2547.2283415289394,1.16403e+12,7.63527e-11,0,0
222200-0-0,[2- 2- 2- 2- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0- 0- 0],[2- 2- 2- 2- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0],            27.452394939032484,825.5387036661398,1.63454e+11,1.67952e-10,0,0
001100-1-1,[0- 0- 1- 1- 0- 0- 1- 0- 0- 1- 0- 0- 0],[0- 0- 576000- 576000- 0- 0- 652800- 0- 0- 806400- 0- 0- 0],[0- 0- 1- 1- 0- 0- 1- 1],[0- 0- 576000- 576000- 0- 0- 652800- 806400],            38.39436626974257,1153.2105516042159,4.58019e+11,8.3827e-11,0,0
030000-2-0,[0- 3- 0- 0- 0- 0- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 0- 0- 0- 0- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 0- 0- 0- 0- 2- 0],[0- 1804800- 0- 0- 0- 0- 1478400- 0],            41.33391369217902,1218.7686424260135,4.31954e+11,9.56905e-11,0,0
003303-2-1,[0- 0- 3- 3- 0- 3- 2- 0- 0- 1- 0- 0- 0],[0- 0- 1804800- 1804800- 0- 1804800- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 3- 3- 0- 3- 2- 1],[0- 0- 1804800- 1804800- 0- 1804800- 1478400- 806400],            76.50257609219229,2221.816983577496,1.03014e+12,7.42643e-11,0,0
