configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,                    phone power,workload,energy by workload,starting cc_info,ending cc_info
303033-1-0,[3- 0- 3- 0- 3- 3- 1- 0- 0- 0- 0- 0- 0],[1804800- 0- 1804800- 0- 1804800- 1804800- 652800- 0- 0- 0- 0- 0- 0],[3- 0- 3- 0- 3- 3- 1- 0],[1804800- 0- 1804800- 0- 1804800- 1804800- 652800- 0],            55.902712440690486,1641.7186305388777,7.0125e+11,7.97187e-11,0,0
010101-2-1,[0- 1- 0- 1- 0- 1- 2- 0- 0- 1- 0- 0- 0],[0- 576000- 0- 576000- 0- 576000- 1478400- 0- 0- 806400- 0- 0- 0],[0- 1- 0- 1- 0- 1- 2- 1],[0- 576000- 0- 576000- 0- 576000- 1478400- 806400],            54.39050158640578,1603.0789543751348,7.26218e+11,7.48956e-11,0,0
220222-1-0,[2- 2- 0- 2- 2- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 652800- 0- 0- 0- 0- 0- 0],[2- 2- 0- 2- 2- 2- 1- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 652800- 0],            44.86565279089207,1331.9942036900738,6.71374e+11,6.68266e-11,0,0
100000-3-0,[1- 0- 0- 0- 0- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 0- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[1- 0- 0- 0- 0- 0- 3- 0],[576000- 0- 0- 0- 0- 0- 2208000- 0],            66.6855518069421,1935.8615898447754,6.25214e+11,1.0666e-10,0,0
030033-1-1,[0- 3- 0- 0- 3- 3- 1- 0- 0- 1- 0- 0- 0],[0- 1804800- 0- 0- 1804800- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[0- 3- 0- 0- 3- 3- 1- 1],[0- 1804800- 0- 0- 1804800- 1804800- 652800- 806400],            60.844058096406165,1755.1846873676202,7.90073e+11,7.70107e-11,0,0
111100-2-3,[1- 1- 1- 1- 0- 0- 2- 0- 0- 3- 0- 0- 0],[576000- 576000- 576000- 576000- 0- 0- 1478400- 0- 0- 2400000- 0- 0- 0],[1- 1- 1- 1- 0- 0- 2- 3],[576000- 576000- 576000- 576000- 0- 0- 1478400- 2400000],            101.87901359291416,2869.6772406531145,1.16386e+12,8.75355e-11,0,0
111011-0-0,[1- 1- 1- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 576000- 0- 0- 0- 0- 0- 0- 0],[1- 1- 1- 0- 1- 1- 0- 0],[576000- 576000- 576000- 0- 576000- 576000- 0- 0],            28.89393838826935,864.6247779348838,2.0721e+11,1.39443e-10,0,0
300003-1-1,[3- 0- 0- 0- 0- 3- 1- 0- 0- 1- 0- 0- 0],[1804800- 0- 0- 0- 0- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[3- 0- 0- 0- 0- 3- 1- 1],[1804800- 0- 0- 0- 0- 1804800- 652800- 806400],            51.01544701795992,1508.7995560171835,6.42632e+11,7.93852e-11,0,0
003330-3-3,[0- 0- 3- 3- 3- 0- 3- 0- 0- 3- 0- 0- 0],[0- 0- 1804800- 1804800- 1804800- 0- 2208000- 0- 0- 2400000- 0- 0- 0],[0- 0- 3- 3- 3- 0- 3- 3],[0- 0- 1804800- 1804800- 1804800- 0- 2208000- 2400000],            92.0303496224637,2616.245014772802,1.02799e+12,8.95246e-11,0,0
333003-1-2,[3- 3- 3- 0- 0- 3- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 0- 0- 1804800- 652800- 0- 0- 1766400- 0- 0- 0],[3- 3- 3- 0- 0- 3- 1- 2],[1804800- 1804800- 1804800- 0- 0- 1804800- 652800- 1766400],            94.34961070659108,2662.91154420072,1.2037e+12,7.8383e-11,0,0
222200-3-1,[2- 2- 2- 2- 0- 0- 3- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[2- 2- 2- 2- 0- 0- 3- 1],[1363200- 1363200- 1363200- 1363200- 0- 0- 2208000- 806400],            78.02548435984546,2240.2666755887235,9.20963e+11,8.47216e-11,0,0
222200-3-0,[2- 2- 2- 2- 0- 0- 3- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 0- 0- 2208000- 0- 0- 0- 0- 0- 0],[2- 2- 2- 2- 0- 0- 3- 0],[1363200- 1363200- 1363200- 1363200- 0- 0- 2208000- 0],            62.3120450347442,1820.137299169084,7.09267e+11,8.78541e-11,0,0
202222-1-0,[2- 0- 2- 2- 2- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 652800- 0- 0- 0- 0- 0- 0],[2- 0- 2- 2- 2- 2- 1- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 652800- 0],            46.5143739135811,1373.5814001063006,6.69027e+11,6.95254e-11,0,0
333000-1-2,[3- 3- 3- 0- 0- 0- 1- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 1804800- 0- 0- 0- 652800- 0- 0- 1766400- 0- 0- 0],[3- 3- 3- 0- 0- 0- 1- 2],[1804800- 1804800- 1804800- 0- 0- 0- 652800- 1766400],            62.8893595120797,1839.0836708116422,7.94319e+11,7.91739e-11,0,0
000010-2-1,[0- 0- 0- 0- 1- 0- 2- 0- 0- 1- 0- 0- 0],[0- 0- 0- 0- 576000- 0- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 0- 1- 0- 2- 1],[0- 0- 0- 0- 576000- 0- 1478400- 806400],            53.09953839182174,1563.035219915594,6.54245e+11,8.11616e-11,0,0
220020-3-2,[2- 2- 0- 0- 2- 0- 3- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 0- 1363200- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[2- 2- 0- 0- 2- 0- 3- 2],[1363200- 1363200- 0- 0- 1363200- 0- 2208000- 1766400],            95.28553441126031,2719.902400217537,1.12868e+12,8.44221e-11,0,0
002022-3-1,[0- 0- 2- 0- 2- 2- 3- 0- 0- 1- 0- 0- 0],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 0- 0- 806400- 0- 0- 0],[0- 0- 2- 0- 2- 2- 3- 1],[0- 0- 1363200- 0- 1363200- 1363200- 2208000- 806400],            83.4918105651073,2407.5594152840285,1.03439e+12,8.0716e-11,0,0
033333-2-0,[0- 3- 3- 3- 3- 3- 2- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 0- 0- 0- 0- 0- 0],[0- 3- 3- 3- 3- 3- 2- 0],[0- 1804800- 1804800- 1804800- 1804800- 1804800- 1478400- 0],            79.59721474073936,2296.1128198383253,1.07473e+12,7.40625e-11,0,0
011000-3-1,[0- 1- 1- 0- 0- 0- 3- 0- 0- 1- 0- 0- 0],[0- 576000- 576000- 0- 0- 0- 2208000- 0- 0- 806400- 0- 0- 0],[0- 1- 1- 0- 0- 0- 3- 1],[0- 576000- 576000- 0- 0- 0- 2208000- 806400],            76.44236766537513,2201.9906959156247,8.30062e+11,9.20924e-11,0,0
333333-1-1,[3- 3- 3- 3- 3- 3- 1- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 652800- 0- 0- 806400- 0- 0- 0],[3- 3- 3- 3- 3- 3- 1- 1],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 652800- 806400],            80.92930404667699,2333.429251040757,1.19961e+12,6.7463e-11,0,0
222020-1-0,[2- 2- 2- 0- 2- 0- 1- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 0- 652800- 0- 0- 0- 0- 0- 0],[2- 2- 2- 0- 2- 0- 1- 0],[1363200- 1363200- 1363200- 0- 1363200- 0- 652800- 0],            33.00002318129163,988.1459440916506,3.39792e+11,9.71183e-11,0,0
303330-3-2,[3- 0- 3- 3- 3- 0- 3- 0- 0- 2- 0- 0- 0],[1804800- 0- 1804800- 1804800- 1804800- 0- 2208000- 0- 0- 1766400- 0- 0- 0],[3- 0- 3- 3- 3- 0- 3- 2],[1804800- 0- 1804800- 1804800- 1804800- 0- 2208000- 1766400],            100.3036555101395,2833.982191699947,1.19539e+12,8.39087e-11,0,0
000222-2-1,[0- 0- 0- 2- 2- 2- 2- 0- 0- 1- 0- 0- 0],[0- 0- 0- 1363200- 1363200- 1363200- 1478400- 0- 0- 806400- 0- 0- 0],[0- 0- 0- 2- 2- 2- 2- 1],[0- 0- 0- 1363200- 1363200- 1363200- 1478400- 806400],            63.757612694904495,1862.478542308607,9.10737e+11,7.00066e-11,0,0
