configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,phone power,workload,energy by workload,really tested configurations,generic format,exact frequency,google pixel format,exact frequencies,
330112-3-2,[3- 3- 0- 1- 1- 2- 3- 0- 0- 2- 0- 0- 0],[1804800- 1804800- 0- 576000- 576000- 1363200- 0- 0- 0- 1766400- 0- 0- 0],[3- 3- 0- 1- 1- 2- 3- 2], [1804800- 1804800- 0- 576000- 576000- 1363200- 2208000- 1766400], 98.66003637723567,  2787.850367875882, 1.45742e+12, 6.7695e-11, 220222-3-2, [2- 2- 0- 2- 2- 2- 3- 0- 0- 2- 0- 0- 0],[1363200- 1363200- 0- 1363200- 1363200- 1363200- 0- 0- 0- 1766400- 0- 0- 0], [2- 2- 0- 2- 2- 2- 3- 2], [1363200- 1363200- 0- 1363200- 1363200- 1363200- 2208000- 1766400] 
303000-2-1,[3- 0- 3- 0- 0- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 806400- 0- 0- 0],[3- 0- 3- 0- 0- 0- 2- 1], [1804800- 0- 1804800- 0- 0- 0- 1478400- 806400], 50.17401859858811,  1487.04325047162, 6.96696e+11, 7.20171e-11, 303000-2-1, [3- 0- 3- 0- 0- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 0- 1804800- 0- 0- 0- 0- 0- 0- 806400- 0- 0- 0], [3- 0- 3- 0- 0- 0- 2- 1], [1804800- 0- 1804800- 0- 0- 0- 1478400- 806400] 
312312-2-1,[3- 1- 2- 3- 1- 2- 2- 0- 0- 1- 0- 0- 0],[1804800- 576000- 1363200- 1804800- 576000- 1363200- 0- 0- 0- 806400- 0- 0- 0],[3- 1- 2- 3- 1- 2- 2- 1], [1804800- 576000- 1363200- 1804800- 576000- 1363200- 1478400- 806400], 76.22620686685552,  2183.435366401719, 1.22181e+12, 6.23879e-11, 222222-2-1, [2- 2- 2- 2- 2- 2- 2- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 806400- 0- 0- 0], [2- 2- 2- 2- 2- 2- 2- 1], [1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 1478400- 806400] 
310130-2-1,[3- 1- 0- 1- 3- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 576000- 0- 576000- 1804800- 0- 0- 0- 0- 806400- 0- 0- 0],[3- 1- 0- 1- 3- 0- 2- 1], [1804800- 576000- 0- 576000- 1804800- 0- 1478400- 806400], 56.36587794320171,  1655.3759811987045, 7.86845e+11, 7.16353e-11, 330330-2-1, [3- 3- 0- 3- 3- 0- 2- 0- 0- 1- 0- 0- 0],[1804800- 1804800- 0- 1804800- 1804800- 0- 0- 0- 0- 806400- 0- 0- 0], [3- 3- 0- 3- 3- 0- 2- 1], [1804800- 1804800- 0- 1804800- 1804800- 0- 1478400- 806400] 
112232-1-3,[1- 1- 2- 2- 3- 2- 1- 0- 0- 3- 0- 0- 0],[576000- 576000- 1363200- 1363200- 1804800- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[1- 1- 2- 2- 3- 2- 1- 3], [576000- 576000- 1363200- 1363200- 1804800- 1363200- 652800- 2400000], 85.92125075504671,  2446.3624625464895, 1.28144e+12, 6.70505e-11, 222222-1-3, [2- 2- 2- 2- 2- 2- 1- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 2- 2- 2- 2- 2- 1- 3], [1363200- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 2400000] 
222213-3-0,[2- 2- 2- 2- 1- 3- 3- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 576000- 1804800- 0- 0- 0- 0- 0- 0- 0],[2- 2- 2- 2- 1- 3- 3- 0], [1363200- 1363200- 1363200- 1363200- 576000- 1804800- 2208000- 0], 64.94187940590403,  1893.9710606316096, 1.0361e+12, 6.26792e-11, 333333-3-0, [3- 3- 3- 3- 3- 3- 3- 0- 0- 0- 0- 0- 0],[1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 0- 0- 0- 0- 0- 0- 0], [3- 3- 3- 3- 3- 3- 3- 0], [1804800- 1804800- 1804800- 1804800- 1804800- 1804800- 2208000- 0] 
000001-3-0,[0- 0- 0- 0- 0- 1- 3- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 0- 576000- 0- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 0- 1- 3- 0], [0- 0- 0- 0- 0- 576000- 2208000- 0], 47.261265478697936,  1387.2331496471695, 4.99362e+11, 9.46433e-11, 000001-3-0, [0- 0- 0- 0- 0- 1- 3- 0- 0- 0- 0- 0- 0],[0- 0- 0- 0- 0- 576000- 0- 0- 0- 0- 0- 0- 0], [0- 0- 0- 0- 0- 1- 3- 0], [0- 0- 0- 0- 0- 576000- 2208000- 0] 
123012-2-0,[1- 2- 3- 0- 1- 2- 2- 0- 0- 0- 0- 0- 0],[576000- 1363200- 1804800- 0- 576000- 1363200- 0- 0- 0- 0- 0- 0- 0],[1- 2- 3- 0- 1- 2- 2- 0], [576000- 1363200- 1804800- 0- 576000- 1363200- 1478400- 0], 57.21047710637256,  1691.7977827214806, 9.07319e+11, 6.30544e-11, 222022-2-0, [2- 2- 2- 0- 2- 2- 2- 0- 0- 0- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0], [2- 2- 2- 0- 2- 2- 2- 0], [1363200- 1363200- 1363200- 0- 1363200- 1363200- 1478400- 0] 
123010-3-3,[1- 2- 3- 0- 1- 0- 3- 0- 0- 3- 0- 0- 0],[576000- 1363200- 1804800- 0- 576000- 0- 0- 0- 0- 2400000- 0- 0- 0],[1- 2- 3- 0- 1- 0- 3- 3], [576000- 1363200- 1804800- 0- 576000- 0- 2208000- 2400000], 78.8194837737248,  2256.8050978533465, 1.02613e+12, 7.68124e-11, 111010-3-3, [1- 1- 1- 0- 1- 0- 3- 0- 0- 3- 0- 0- 0],[576000- 576000- 576000- 0- 576000- 0- 0- 0- 0- 2400000- 0- 0- 0], [1- 1- 1- 0- 1- 0- 3- 3], [576000- 576000- 576000- 0- 576000- 0- 2208000- 2400000] 
100301-3-0,[1- 0- 0- 3- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 1804800- 0- 576000- 0- 0- 0- 0- 0- 0- 0],[1- 0- 0- 3- 0- 1- 3- 0], [576000- 0- 0- 1804800- 0- 576000- 2208000- 0], 49.41931284357229,  1478.5657068095513, 5.94388e+11, 8.31432e-11, 100101-3-0, [1- 0- 0- 1- 0- 1- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 576000- 0- 576000- 0- 0- 0- 0- 0- 0- 0], [1- 0- 0- 1- 0- 1- 3- 0], [576000- 0- 0- 576000- 0- 576000- 2208000- 0] 
