configurations,generic format,exact frequency,google pixel format,exact frequencies,phone energy,phone power,workload,energy by workload,really tested configurations,generic format,exact frequency,google pixel format,exact frequencies,
100300-3-0,[1- 0- 0- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0],[1- 0- 0- 3- 0- 0- 3- 0], [576000- 0- 0- 1804800- 0- 0- 2208000- 0], 53.6505919747787,  1602.37507542098, 583752000000, 9.19065E-11, 300300-3-0, [3- 0- 0- 3- 0- 0- 3- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 1804800- 0- 0- 0- 0- 0- 0- 0- 0- 0], [3- 0- 0- 3- 0- 0- 3- 0], [1804800- 0- 0- 1804800- 0- 0- 2208000- 0] 
022033-1-2,[0- 2- 2- 0- 3- 3- 1- 0- 0- 2- 0- 0- 0],[0- 1363200- 1363200- 0- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0],[0- 2- 2- 0- 3- 3- 1- 2], [0- 1363200- 1363200- 0- 1804800- 1804800- 652800- 1766400], 83.3035486563878,  2391.97272142777, 1109910000000, 7.50543E-11, 033033-1-2, [0- 3- 3- 0- 3- 3- 1- 0- 0- 2- 0- 0- 0],[0- 1804800- 1804800- 0- 1804800- 1804800- 0- 0- 0- 1766400- 0- 0- 0], [0- 3- 3- 0- 3- 3- 1- 2], [0- 1804800- 1804800- 0- 1804800- 1804800- 652800- 1766400] 
333220-0-3,[3- 3- 3- 2- 2- 0- 0- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 1804800- 1363200- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0],[3- 3- 3- 2- 2- 0- 0- 3], [1804800- 1804800- 1804800- 1363200- 1363200- 0- 0- 2400000], 61.61278385319,  1804.25807853385, 728951000000, 8.45225E-11, 222220-0-3, [2- 2- 2- 2- 2- 0- 0- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 2400000- 0- 0- 0], [2- 2- 2- 2- 2- 0- 0- 3], [1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 2400000] 
221210-2-1,[2- 2- 1- 2- 1- 0- 2- 0- 0- 1- 0- 0- 0],[1363200- 1363200- 576000- 1363200- 576000- 0- 0- 0- 0- 806400- 0- 0- 0],[2- 2- 1- 2- 1- 0- 2- 1], [1363200- 1363200- 576000- 1363200- 576000- 0- 1478400- 806400], 59.8357473888033,  1758.45965441688, 854837000000, 6.99967E-11, 111110-2-1, [1- 1- 1- 1- 1- 0- 2- 0- 0- 1- 0- 0- 0],[576000- 576000- 576000- 576000- 576000- 0- 0- 0- 0- 806400- 0- 0- 0], [1- 1- 1- 1- 1- 0- 2- 1], [576000- 576000- 576000- 576000- 576000- 0- 1478400- 806400] 
230033-1-3,[2- 3- 0- 0- 3- 3- 1- 0- 0- 3- 0- 0- 0],[1363200- 1804800- 0- 0- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0],[2- 3- 0- 0- 3- 3- 1- 3], [1363200- 1804800- 0- 0- 1804800- 1804800- 652800- 2400000], 80.9473075242288,  2328.87060822583, 1093320000000, 7.40381E-11, 330033-1-3, [3- 3- 0- 0- 3- 3- 1- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 0- 0- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0], [3- 3- 0- 0- 3- 3- 1- 3], [1804800- 1804800- 0- 0- 1804800- 1804800- 652800- 2400000] 
212013-2-3,[2- 1- 2- 0- 1- 3- 2- 0- 0- 3- 0- 0- 0],[1363200- 576000- 1363200- 0- 576000- 1804800- 0- 0- 0- 2400000- 0- 0- 0],[2- 1- 2- 0- 1- 3- 2- 3], [1363200- 576000- 1363200- 0- 576000- 1804800- 1478400- 2400000], 80.1899268231783,  2305.7607121622, 1204290000000, 6.65869E-11, 333033-2-3, [3- 3- 3- 0- 3- 3- 2- 0- 0- 3- 0- 0- 0],[1804800- 1804800- 1804800- 0- 1804800- 1804800- 0- 0- 0- 2400000- 0- 0- 0], [3- 3- 3- 0- 3- 3- 2- 3], [1804800- 1804800- 1804800- 0- 1804800- 1804800- 1478400- 2400000] 
033312-1-0,[0- 3- 3- 3- 1- 2- 1- 0- 0- 0- 0- 0- 0],[0- 1804800- 1804800- 1804800- 576000- 1363200- 0- 0- 0- 0- 0- 0- 0],[0- 3- 3- 3- 1- 2- 1- 0], [0- 1804800- 1804800- 1804800- 576000- 1363200- 652800- 0], 45.8860959823931,  1368.30344572148, 669302000000, 6.85581E-11, 022222-1-0, [0- 2- 2- 2- 2- 2- 1- 0- 0- 0- 0- 0- 0],[0- 1363200- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0], [0- 2- 2- 2- 2- 2- 1- 0], [0- 1363200- 1363200- 1363200- 1363200- 1363200- 652800- 0] 
112022-2-3,[1- 1- 2- 0- 2- 2- 2- 0- 0- 3- 0- 0- 0],[576000- 576000- 1363200- 0- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0],[1- 1- 2- 0- 2- 2- 2- 3], [576000- 576000- 1363200- 0- 1363200- 1363200- 1478400- 2400000], 87.9883366652468,  2518.52551400038, 1344000000000, 6.54675E-11, 222022-2-3, [2- 2- 2- 0- 2- 2- 2- 0- 0- 3- 0- 0- 0],[1363200- 1363200- 1363200- 0- 1363200- 1363200- 0- 0- 0- 2400000- 0- 0- 0], [2- 2- 2- 0- 2- 2- 2- 3], [1363200- 1363200- 1363200- 0- 1363200- 1363200- 1478400- 2400000] 
102332-1-0,[1- 0- 2- 3- 3- 2- 1- 0- 0- 0- 0- 0- 0],[576000- 0- 1363200- 1804800- 1804800- 1363200- 0- 0- 0- 0- 0- 0- 0],[1- 0- 2- 3- 3- 2- 1- 0], [576000- 0- 1363200- 1804800- 1804800- 1363200- 652800- 0], 45.1609465048481,  1349.58249540216, 669373000000, 6.74675E-11, 202222-1-0, [2- 0- 2- 2- 2- 2- 1- 0- 0- 0- 0- 0- 0],[1363200- 0- 1363200- 1363200- 1363200- 1363200- 0- 0- 0- 0- 0- 0- 0], [2- 0- 2- 2- 2- 2- 1- 0], [1363200- 0- 1363200- 1363200- 1363200- 1363200- 652800- 0] 
300031-0-0,[3- 0- 0- 0- 3- 1- 0- 0- 0- 0- 0- 0- 0],[1804800- 0- 0- 0- 1804800- 576000- 0- 0- 0- 0- 0- 0- 0],[3- 0- 0- 0- 3- 1- 0- 0], [1804800- 0- 0- 0- 1804800- 576000- 0- 0], 24.1374403681183,  745.080930738542, 120518000000, 2.00281E-10, 100011-0-0, [1- 0- 0- 0- 1- 1- 0- 0- 0- 0- 0- 0- 0],[576000- 0- 0- 0- 576000- 576000- 0- 0- 0- 0- 0- 0- 0], [1- 0- 0- 0- 1- 1- 0- 0], [576000- 0- 0- 0- 576000- 576000- 0- 0] 
